Lat,Lon,Temp,Humid,Light,Moist
52.271949,4.520558,24.0,30.0,0.504395,-0.000276076
52.270885,4.520226,24.0,30.0,0.487061,-0.000276076
52.2712,4.517059,24.0,29.0,0.480469,-0.000276076
52.272349,4.516951,24.0,30.0,0.511719,-0.000276076
